StudentID,Last Name,First Name,Email,Project group,Discipline,Coord/Shaper,Gender,ESL
40006580,O'Reilly,Amira,s4000658@student.uq.edu.au,P07,,0,Female,English
40006590,Auer,Abdullah,s4000659@student.uq.edu.au,P07,,1,Female,English
40006600,Bednar,Aubree,s4000660@student.uq.edu.au,P07,,1,Male,Other
40006610,Hudson,Nash,s4000661@student.uq.edu.au,P07,,0,Male,English
40006620,Bartoletti,Christian,s4000662@student.uq.edu.au,P07,,0,Male,English
40006630,Bode,Nicholaus,s4000663@student.uq.edu.au,P07,,0,Male,English
40006640,Friesen,Armando,s4000664@student.uq.edu.au,P07,,1,Female,Other
40006650,Hegmann,Marley,s4000665@student.uq.edu.au,P07,,0,Male,English
40006660,Hoppe,Patsy,s4000666@student.uq.edu.au,P07,,0,Male,English
40006670,Goldner,Karina,s4000667@student.uq.edu.au,P07,,0,Male,English
40006680,Schimmel,Jaylan,s4000668@student.uq.edu.au,P07,,0,Male,Other
40006690,Eichmann,Johnny,s4000669@student.uq.edu.au,P07,,0,Male,English
40006700,Kutch,Sandra,s4000670@student.uq.edu.au,P07,,0,Female,Other
40006710,Hermann,Albertha,s4000671@student.uq.edu.au,P08,,0,Male,English
40006720,Terry,Jana,s4000672@student.uq.edu.au,P08,,0,Male,Other
40006730,Thiel,Hadley,s4000673@student.uq.edu.au,P08,,0,Male,Other
40006740,Pouros,Ryan,s4000674@student.uq.edu.au,P08,,0,Male,Other
40006750,Buckridge,Amiya,s4000675@student.uq.edu.au,P08,,0,Male,Other
40006760,Kutch,Rosendo,s4000676@student.uq.edu.au,P08,,0,Male,English
40006770,Zieme,Glennie,s4000677@student.uq.edu.au,P08,,0,Male,Other
40006780,Friesen,Rubye,s4000678@student.uq.edu.au,P08,,0,Male,Other
40006790,Kautzer,Gisselle,s4000679@student.uq.edu.au,P08,,0,Male,English
40006800,Paucek,Elias,s4000680@student.uq.edu.au,P08,,0,Female,English
40006810,Gleichner,Electa,s4000681@student.uq.edu.au,P08,,0,Female,English
40006820,Ledner,Lera,s4000682@student.uq.edu.au,P08,,0,Female,English
40006830,Schiller,Buck,s4000683@student.uq.edu.au,P08,,1,Female,English
40006840,Wiza,Citlalli,s4000684@student.uq.edu.au,P08,,0,Male,English
40006850,Mraz,Maureen,s4000685@student.uq.edu.au,P08,,0,Female,English
40006860,Kassulke,Mario,s4000686@student.uq.edu.au,P08,,0,Male,Other
40006870,Dare,Shanon,s4000687@student.uq.edu.au,P08,,0,Male,Other
40006880,Erdman,Dudley,s4000688@student.uq.edu.au,P08,,0,Male,Other
40006890,Bergstrom,Jorge,s4000689@student.uq.edu.au,P08,,0,Male,Other
40006900,Sanford,Philip,s4000690@student.uq.edu.au,P08,,0,Female,Other
40006910,Breitenberg,Kenyon,s4000691@student.uq.edu.au,P08,,,,Other
40006920,Kertzmann,Vincent,s4000692@student.uq.edu.au,P08,,0,Male,Other
40006930,Konopelski,Harrison,s4000693@student.uq.edu.au,P08,,0,Male,Other
40006940,Hettinger,Leda,s4000694@student.uq.edu.au,P08,,0,Male,English
40006950,Zboncak,Levi,s4000695@student.uq.edu.au,P08,,0,Male,English
40006960,Reichel,Reginald,s4000696@student.uq.edu.au,P08,,0,Female,English
40006970,Keebler,Jack,s4000697@student.uq.edu.au,P08,,0,Female,English
40006980,Abernathy,Sallie,s4000698@student.uq.edu.au,P08,,0,Male,English
40006990,McClure,Cathy,s4000699@student.uq.edu.au,P08,,0,Male,English
40007000,Shanahan,Laron,s4000700@student.uq.edu.au,P08,,0,Male,English
40007010,Bergstrom,Adam,s4000701@student.uq.edu.au,P08,,1,Female,English
40007020,Friesen,Zack,s4000702@student.uq.edu.au,P08,,0,Male,English
40007030,Durgan,Ahmad,s4000703@student.uq.edu.au,P08,,,Male,English
40007040,Kling,Arden,s4000704@student.uq.edu.au,P08,,1,Male,English
40007050,Lehner,Glen,s4000705@student.uq.edu.au,P08,,1,Male,English
40007060,Ziemann,Madonna,s4000706@student.uq.edu.au,P08,,1,Female,English
40007070,Rutherford,Tom,s4000707@student.uq.edu.au,P08,,0,Male,English
40007080,Wilkinson,Kraig,s4000708@student.uq.edu.au,P08,,1,Male,English
40007090,Schaden,Roberto,s4000709@student.uq.edu.au,P08,,1,Male,English
40007100,Walker,Monroe,s4000710@student.uq.edu.au,P08,,0,Female,Other
40007110,Hegmann,Barton,s4000711@student.uq.edu.au,P08,,1,Male,English
40007120,Powlowski,Mireille,s4000712@student.uq.edu.au,P08,,1,Male,English
40007130,Gislason,Gus,s4000713@student.uq.edu.au,P08,,0,Male,English
40007140,Conroy,Leonel,s4000714@student.uq.edu.au,P08,,1,Male,English
40007150,Fay,Alysha,s4000715@student.uq.edu.au,P08,,0,Male,Other
40007160,Borer,Hayden,s4000716@student.uq.edu.au,P08,,0,Male,English
40007170,Legros,Werner,s4000717@student.uq.edu.au,P08,,0,Male,English
40007180,Goyette,Dillan,s4000718@student.uq.edu.au,P08,,0,Female,English
40007190,Gerlach,Benedict,s4000719@student.uq.edu.au,P08,,0,Female,English
40007200,Johns,Ubaldo,s4000720@student.uq.edu.au,P08,,1,Male,English
40007210,Crona,Camilla,s4000721@student.uq.edu.au,P08,,1,Male,English
40007220,Koepp,Eda,s4000722@student.uq.edu.au,P08,,0,Male,English
40007230,Prohaska,Verner,s4000723@student.uq.edu.au,P08,,0,Male,Other
40007240,Abbott,Willie,s4000724@student.uq.edu.au,P08,,0,Male,English
40007250,Glover,Sven,s4000725@student.uq.edu.au,P08,,0,Male,Other
40007260,Rohan,Christelle,s4000726@student.uq.edu.au,P08,,0,Male,English
40007270,Bradtke,Nicholas,s4000727@student.uq.edu.au,P08,,0,,English
40007280,Kautzer,Rosalia,s4000728@student.uq.edu.au,P08,,1,Female,English
40007290,Champlin,Connor,s4000729@student.uq.edu.au,P08,,0,Female,Other
40007300,Strosin,Bailee,s4000730@student.uq.edu.au,P08,,0,Male,English
40007310,Osinski,Jaclyn,s4000731@student.uq.edu.au,P08,,1,Male,English
40007320,Bergnaum,Devonte,s4000732@student.uq.edu.au,P08,,0,Male,English
40007330,Cole,Geovanni,s4000733@student.uq.edu.au,P08,,1,Male,English
40007340,Littel,Garrett,s4000734@student.uq.edu.au,P08,,0,Male,English
40007350,Cole,Kyla,s4000735@student.uq.edu.au,P08,,0,Male,English
40007360,Gerlach,Leif,s4000736@student.uq.edu.au,P08,,0,Female,Other
40007370,Auer,Kira,s4000737@student.uq.edu.au,P08,,1,Female,Other
40007380,McClure,Sterling,s4000738@student.uq.edu.au,P08,,0,Male,Other
40007390,Erdman,Vickie,s4000739@student.uq.edu.au,P08,,0,Male,English
40007400,Boyer,Verla,s4000740@student.uq.edu.au,P08,,0,Male,English
40007410,Bruen,Vida,s4000741@student.uq.edu.au,P08,,0,Male,English
40007420,Wisozk,Valentine,s4000742@student.uq.edu.au,P08,,0,Male,English
40007430,Pouros,Wayne,s4000743@student.uq.edu.au,P08,,1,Male,English
40007440,Stanton,Bradford,s4000744@student.uq.edu.au,P08,,1,Male,English
40007450,Lockman,Mollie,s4000745@student.uq.edu.au,P08,,0,Male,English
40007460,Bins,Rico,s4000746@student.uq.edu.au,P08,,1,Male,English
40007470,Botsford,Rodrigo,s4000747@student.uq.edu.au,P08,,0,Male,English
40007480,Quigley,Sonny,s4000748@student.uq.edu.au,P08,,0,Male,English
40007490,Beer,Elda,s4000749@student.uq.edu.au,P08,,1,Male,English
40007500,Kuhlman,Dell,s4000750@student.uq.edu.au,P08,,0,Male,English
40007510,Metz,Jeanie,s4000751@student.uq.edu.au,P08,,,Female,Other
40007520,Spencer,Harrison,s4000752@student.uq.edu.au,P08,,0,Male,English
40007530,Huel,Mozell,s4000753@student.uq.edu.au,P08,,,,Other
40007540,Boyer,Kelly,s4000754@student.uq.edu.au,P08,,0,Male,English
40007550,Steuber,Trisha,s4000755@student.uq.edu.au,P08,,0,Male,English
40007560,Hilll,Deon,s4000756@student.uq.edu.au,P09,,0,Female,English
40007570,Hudson,Zackery,s4000757@student.uq.edu.au,P09,,0,Female,English
40007580,Kshlerin,Jonathan,s4000758@student.uq.edu.au,P09,,0,Female,English
40007590,Larkin,Mohamed,s4000759@student.uq.edu.au,P09,,0,Male,Other
40007600,Blick,Mae,s4000760@student.uq.edu.au,P09,,0,Male,Other
40007610,Shanahan,Elaina,s4000761@student.uq.edu.au,P09,,,Male,English
40007620,Runolfsdottir,Katelin,s4000762@student.uq.edu.au,P09,,0,Male,English
40007630,Schowalter,Isai,s4000763@student.uq.edu.au,P09,,0,Male,English
40007640,Rath,Anne,s4000764@student.uq.edu.au,P09,,0,Female,English
40007650,Schaefer,Dortha,s4000765@student.uq.edu.au,P09,,0,Male,Other
40007660,Pagac,Kraig,s4000766@student.uq.edu.au,P09,,0,Female,Other
40007670,Renner,Arnulfo,s4000767@student.uq.edu.au,P09,,0,,Other
40007680,Jenkins,Telly,s4000768@student.uq.edu.au,P09,,0,Male,Other
40007690,Larson,Cornell,s4000769@student.uq.edu.au,P09,,1,Male,Other
40007700,Walker,Sonia,s4000770@student.uq.edu.au,P09,,0,Male,English
40007710,Rowe,Estelle,s4000771@student.uq.edu.au,P09,,,Male,English
40007720,Kohler,Jillian,s4000772@student.uq.edu.au,P09,,0,Male,English
40007730,Hackett,Juana,s4000773@student.uq.edu.au,P09,,0,Female,English
40007740,Cummerata,Alexandre,s4000774@student.uq.edu.au,P09,,0,Female,English
40007750,Green,Dell,s4000775@student.uq.edu.au,P09,,0,Female,English
40007760,Satterfield,Eliezer,s4000776@student.uq.edu.au,P09,,0,Female,English
40007770,Corkery,Serenity,s4000777@student.uq.edu.au,P09,,0,Male,Other
40007780,Brekke,Misty,s4000778@student.uq.edu.au,P09,,0,Female,Other
40007790,Beahan,Vergie,s4000779@student.uq.edu.au,P09,,0,Female,Other
40007800,Hoppe,Zella,s4000780@student.uq.edu.au,P09,,0,Female,English
40007810,Denesik,Madyson,s4000781@student.uq.edu.au,P09,,1,Male,Other
40007820,Pacocha,Stone,s4000782@student.uq.edu.au,P09,,0,Male,Other
40007830,Gusikowski,Orland,s4000783@student.uq.edu.au,P09,,0,Male,Other
40007840,Mann,Octavia,s4000784@student.uq.edu.au,P09,,0,Male,Other
40007850,Sanford,Devante,s4000785@student.uq.edu.au,P09,,0,Female,Other
40007860,O'Keefe,Abdullah,s4000786@student.uq.edu.au,P09,,0,Male,Other
40007870,Johnston,Wyatt,s4000787@student.uq.edu.au,P09,,0,Male,Other
40007880,Kunde,Precious,s4000788@student.uq.edu.au,P09,,0,Male,Other
40007890,Wunsch,Myron,s4000789@student.uq.edu.au,P09,,0,Male,English
40007900,Kunde,Avis,s4000790@student.uq.edu.au,P09,,0,Male,English
40007910,Weimann,Kathlyn,s4000791@student.uq.edu.au,P09,,1,Male,English
40007920,Schuppe,Mark,s4000792@student.uq.edu.au,P09,,0,Female,English
40007930,Hand,Christina,s4000793@student.uq.edu.au,P09,,0,Male,English
40007940,Little,Chadrick,s4000794@student.uq.edu.au,P09,,0,Male,English
40007950,Marvin,Lonnie,s4000795@student.uq.edu.au,P09,,,Male,English
40007960,Volkman,Rachael,s4000796@student.uq.edu.au,P09,,1,Male,English
40007970,Barrows,Precious,s4000797@student.uq.edu.au,P09,,0,Male,English
40007980,Weimann,Dominic,s4000798@student.uq.edu.au,P09,,0,Male,English
40007990,Bode,Domenica,s4000799@student.uq.edu.au,P09,,1,Male,Other
40008000,Nienow,Jaren,s4000800@student.uq.edu.au,P09,,0,Male,English
40008010,Langosh,Anna,s4000801@student.uq.edu.au,P09,,0,Male,English
40008020,Davis,Rosa,s4000802@student.uq.edu.au,P09,,0,Male,English
40008030,Will,Jannie,s4000803@student.uq.edu.au,P09,,1,Male,English
40008040,Deckow,Kathlyn,s4000804@student.uq.edu.au,P09,,0,Male,English
40008050,O'Reilly,Aliya,s4000805@student.uq.edu.au,P09,,0,Male,English
40008060,Cremin,Bethel,s4000806@student.uq.edu.au,P09,,,Male,English
40008070,Oberbrunner,Mose,s4000807@student.uq.edu.au,P09,,0,Female,English
40008080,Bergnaum,Linnea,s4000808@student.uq.edu.au,P09,,1,Male,English
40008090,Wolf,Ladarius,s4000809@student.uq.edu.au,P09,,0,Male,English
40008100,Bode,Kurt,s4000810@student.uq.edu.au,P09,,0,Male,English
40008110,Gottlieb,Kaelyn,s4000811@student.uq.edu.au,P09,,1,Male,English
40008120,Waelchi,Florencio,s4000812@student.uq.edu.au,P09,,0,Male,English
40008130,Altenwerth,Winnifred,s4000813@student.uq.edu.au,P09,,0,Male,English
40008140,Hilpert,Piper,s4000814@student.uq.edu.au,P09,,0,Male,English
40008150,Rippin,Alexzander,s4000815@student.uq.edu.au,P09,,0,Male,English
40008160,Bogisich,Coy,s4000816@student.uq.edu.au,P09,,1,Male,English
40008170,Runolfsson,Zoila,s4000817@student.uq.edu.au,P10,,1,Female,English
40008180,Harªann,Angeline,s4000818@student.uq.edu.au,P10,,1,Male,English
40008190,Hayes,Yasmine,s4000819@student.uq.edu.au,P10,,0,Female,English
40008200,Flatley,Jenifer,s4000820@student.uq.edu.au,P10,,0,Male,English
40008210,Barton,Thomas,s4000821@student.uq.edu.au,P10,,,Male,English
40008220,White,Nathanial,s4000822@student.uq.edu.au,P10,,,Male,English
40008230,Corwin,Reginald,s4000823@student.uq.edu.au,P10,,1,Female,Other
40008240,Berge,Ignacio,s4000824@student.uq.edu.au,P10,,0,Male,Other
40008250,Schamberger,Cristobal,s4000825@student.uq.edu.au,P10,,0,Male,Other
40008260,Leuschke,Keegan,s4000826@student.uq.edu.au,P10,,0,Male,Other
40008270,Howe,Consuelo,s4000827@student.uq.edu.au,P10,,0,Male,Other
40008280,Kunze,Immanuel,s4000828@student.uq.edu.au,P10,,,Male,Other
40008290,Barrows,Brianne,s4000829@student.uq.edu.au,P10,,1,Male,English
40008300,Johns,Cyrus,s4000830@student.uq.edu.au,P10,,1,Male,English
40008310,Boyle,Audreanne,s4000831@student.uq.edu.au,P10,,,Male,English
40008320,Ward,Lesly,s4000832@student.uq.edu.au,P10,,1,Female,English
40008330,Abbott,Alvena,s4000833@student.uq.edu.au,P10,,,Male,English
40008340,Erdman,Harvey,s4000834@student.uq.edu.au,P10,,1,Male,English
40008350,Adams,Dereck,s4000835@student.uq.edu.au,P10,,0,Male,English
40008360,Wehner,Cristobal,s4000836@student.uq.edu.au,P10,,0,Male,English
40008370,Waters,Magdalen,s4000837@student.uq.edu.au,P10,,0,Female,Other
40008380,Ondricka,Elizabeth,s4000838@student.uq.edu.au,P10,,0,Male,English
40008390,Swift,Yasmin,s4000839@student.uq.edu.au,P10,,0,Female,Other
40008400,Dare,Alvis,s4000840@student.uq.edu.au,P10,,0,Female,Other
40008410,Wunsch,Isac,s4000841@student.uq.edu.au,P10,,0,Female,Other
40008420,Mertz,Aglae,s4000842@student.uq.edu.au,P10,,1,Male,English
40008430,Weber,Stephen,s4000843@student.uq.edu.au,P10,,1,Male,Other
40008440,Rath,Godfrey,s4000844@student.uq.edu.au,P10,,0,,Other
40008450,Collier,Fannie,s4000845@student.uq.edu.au,P10,,0,Male,English
40008460,Gleichner,Zoie,s4000846@student.uq.edu.au,P10,,0,Male,English
40008470,Vandervort,Annabell,s4000847@student.uq.edu.au,P10,,1,Male,English
40008480,Davis,Eldon,s4000848@student.uq.edu.au,P10,,0,Male,Other
40008490,Leannon,Lindsey,s4000849@student.uq.edu.au,P10,,1,Male,English
40008500,Carroll,Leopoldo,s4000850@student.uq.edu.au,P10,,0,Male,English
40008510,Schmidt,Lukas,s4000851@student.uq.edu.au,P10,,0,Male,English
40008520,Jewess,Monty,s4000852@student.uq.edu.au,P10,,,Female,English
40008530,Kshlerin,Kaitlin,s4000853@student.uq.edu.au,P10,,1,Male,English
40008540,Schmidt,Fidel,s4000854@student.uq.edu.au,P10,,1,Male,English
40008550,Abshire,Arnold,s4000855@student.uq.edu.au,P10,,1,Male,English
40008560,Torphy,Katrine,s4000856@student.uq.edu.au,P10,,1,Male,English
40008570,Willms,Cleora,s4000857@student.uq.edu.au,P10,,1,Male,Other
40008580,Vandervort,Zaria,s4000858@student.uq.edu.au,P10,,0,Male,English
40008590,Emard,Elizabeth,s4000859@student.uq.edu.au,P10,,0,Female,English
40008600,Kris,Nelson,s4000860@student.uq.edu.au,P10,,1,Male,Other
40008610,Reynolds,Madisyn,s4000861@student.uq.edu.au,P10,,0,Male,English
40008620,Terry,Camron,s4000862@student.uq.edu.au,P10,,0,Male,English
40008630,Lang,Willie,s4000863@student.uq.edu.au,P10,,0,Male,English
40008640,Conn,Alfreda,s4000864@student.uq.edu.au,P10,,,Male,English
40008650,Langosh,Rebekah,s4000865@student.uq.edu.au,P10,,0,Male,English
40008660,Veum,Amir,s4000866@student.uq.edu.au,P10,,0,Female,English
40008670,Konopelski,Ezra,s4000867@student.uq.edu.au,P10,,1,Male,English
40008680,Parker,Martine,s4000868@student.uq.edu.au,P10,,0,Male,English
40008690,King,Oswald,s4000869@student.uq.edu.au,P10,,1,Male,English
40008700,Hilpert,Twila,s4000870@student.uq.edu.au,P10,,0,Male,English
40008710,Franecki,Shanna,s4000871@student.uq.edu.au,P10,,0,Female,English
40008720,Stanton,Cedrick,s4000872@student.uq.edu.au,P10,,0,Female,English
40008730,Auer,Elouise,s4000873@student.uq.edu.au,P10,,0,Male,English
40008740,Carter,Conrad,s4000874@student.uq.edu.au,P10,,0,Female,English
40008750,Stanton,Victor,s4000875@student.uq.edu.au,P10,,0,Male,English
40008760,Pouros,Lucio,s4000876@student.uq.edu.au,P10,,1,Male,English
40008770,Harris,Noelia,s4000877@student.uq.edu.au,P10,,0,Male,English
40008780,Donnelly,Elliot,s4000878@student.uq.edu.au,P10,,0,Male,English
40008790,Zulauf,Edward,s4000879@student.uq.edu.au,P10,,,Male,English
40008800,O'Kon,Eusebio,s4000880@student.uq.edu.au,P10,,1,Female,English
40008810,Bailey,Amanda,s4000881@student.uq.edu.au,P10,,0,Female,English
40008820,Romaguera,Nathaniel,s4000882@student.uq.edu.au,P10,,0,Male,English
40008830,Koch,Harry,s4000883@student.uq.edu.au,P10,,0,Male,English
40008840,Abshire,Avery,s4000884@student.uq.edu.au,P10,,0,Male,English
40008850,Medhurst,Lorenza,s4000885@student.uq.edu.au,P10,,0,Male,English
40008860,Spinka,Sheila,s4000886@student.uq.edu.au,P10,,0,Female,English
40008870,Klein,Jana,s4000887@student.uq.edu.au,P10,,0,Female,Other
40008880,Kulas,Lysanne,s4000888@student.uq.edu.au,P10,,0,Female,English
40008890,Adams,Neal,s4000889@student.uq.edu.au,P10,,0,Male,English
40008900,Wiegand,Marquise,s4000890@student.uq.edu.au,P10,,0,Male,English
40008910,Crist,Felipe,s4000891@student.uq.edu.au,P10,,1,Female,English
40008920,Spencer,Saige,s4000892@student.uq.edu.au,P10,,0,Female,English
40008930,King,Rogers,s4000893@student.uq.edu.au,P10,,0,Female,English
40008940,Corwin,Chad,s4000894@student.uq.edu.au,P10,,0,Male,English
40008950,Armstrong,Kaley,s4000895@student.uq.edu.au,P10,,0,Female,English
40008960,Kuhn,Ervin,s4000896@student.uq.edu.au,P10,,1,Female,English
40008970,Guªann,Paige,s4000897@student.uq.edu.au,P10,,0,Female,English
40008980,Mitchell,Libbie,s4000898@student.uq.edu.au,P10,,0,Female,English
40008990,Stracke,Noemi,s4000899@student.uq.edu.au,P10,,0,Male,English
40009000,Hand,Gabrielle,s4000900@student.uq.edu.au,P10,,0,Male,Other
40009010,McCullough,Arnulfo,s4000901@student.uq.edu.au,P10,,1,Male,English
40009020,Schulist,Clyde,s4000902@student.uq.edu.au,P10,,0,Male,English
40009030,Harber,Clay,s4000903@student.uq.edu.au,P10,,0,Female,English
40009040,Leuschke,Marcel,s4000904@student.uq.edu.au,P10,,0,Male,English
40009050,King,Cleveland,s4000905@student.uq.edu.au,P10,,0,Female,English
40009060,Rath,Gideon,s4000906@student.uq.edu.au,P10,,0,Male,English
40009070,Bogan,Glenna,s4000907@student.uq.edu.au,P10,,0,Male,English
40009080,Kozey,Jamil,s4000908@student.uq.edu.au,P10,,1,Female,English
40009090,Ferry,Wava,s4000909@student.uq.edu.au,P10,,1,Male,English
40009100,Kautzer,Drew,s4000910@student.uq.edu.au,P10,,0,Male,English
40009110,Kshlerin,Dasia,s4000911@student.uq.edu.au,P10,,0,Male,English
40009120,Kohler,Thurman,s4000912@student.uq.edu.au,P10,,0,Male,English
40009130,Satterfield,Kip,s4000913@student.uq.edu.au,P11,,,Male,English
40009140,Little,Cristobal,s4000914@student.uq.edu.au,P11,,0,Male,English
40009150,Donnelly,Maddison,s4000915@student.uq.edu.au,P11,,0,Male,English
40009160,Schneider,Nelson,s4000916@student.uq.edu.au,P11,,0,Male,English
40009170,O'Conner,Abel,s4000917@student.uq.edu.au,P11,,0,Male,Other
40009180,Vandervort,Ettie,s4000918@student.uq.edu.au,P11,,0,Male,Other
40009190,Halvorson,Elwin,s4000919@student.uq.edu.au,P11,,0,Male,English
40009200,Weissnat,Alena,s4000920@student.uq.edu.au,P11,,0,Male,English
40009210,Baumbach,Martine,s4000921@student.uq.edu.au,P11,,0,Male,Other
40009220,Schimmel,Osvaldo,s4000922@student.uq.edu.au,P11,,1,Female,English
40009230,Jacobson,Edwina,s4000923@student.uq.edu.au,P11,,0,Female,Other
40009240,Reynolds,Chester,s4000924@student.uq.edu.au,P11,,0,Male,English
40009250,Becker,Gardner,s4000925@student.uq.edu.au,P11,,0,Male,English
40009260,Auer,Trey,s4000926@student.uq.edu.au,P11,,0,Male,English
40009270,Gusikowski,Magdalena,s4000927@student.uq.edu.au,P11,,1,Female,Other
40009280,Borer,Nathaniel,s4000928@student.uq.edu.au,P11,,1,Male,Other
40009290,Schuster,Meredith,s4000929@student.uq.edu.au,P11,,0,Female,Other
40009300,Heller,Lucienne,s4000930@student.uq.edu.au,P11,,0,Female,Other
40009310,Wisoky,Clemmie,s4000931@student.uq.edu.au,P11,,1,Male,Other
40009320,Jacobson,Hailie,s4000932@student.uq.edu.au,P11,,0,Male,Other
40009330,Gulgowski,Elyssa,s4000933@student.uq.edu.au,P11,,0,Male,Other
40009340,Cole,Nicolette,s4000934@student.uq.edu.au,P11,,0,Male,Other
40009350,Zulauf,Cedrick,s4000935@student.uq.edu.au,P11,,0,Female,Other
40009360,O'Connell,Lafayette,s4000936@student.uq.edu.au,P11,,0,Female,Other
40009370,Ledner,Ottilie,s4000937@student.uq.edu.au,P11,,0,Male,English
40009380,Bogan,Salvador,s4000938@student.uq.edu.au,P11,,1,Male,English
40009390,Haag,Wallace,s4000939@student.uq.edu.au,P11,,1,Male,English
40009400,Becker,Werner,s4000940@student.uq.edu.au,P11,,0,Male,English
40009410,Cremin,Tia,s4000941@student.uq.edu.au,P11,,0,Male,Other
40009420,Gusikowski,Norval,s4000942@student.uq.edu.au,P11,,1,Male,Other
40009430,Konopelski,Ronaldo,s4000943@student.uq.edu.au,P11,,0,Female,English
40009440,Predovic,Ariel,s4000944@student.uq.edu.au,P11,,0,Male,English
40009450,Smitham,Casper,s4000945@student.uq.edu.au,P11,,0,Female,Other
40009460,Hudson,Rollin,s4000946@student.uq.edu.au,P11,,0,Male,English
40009470,Hilll,Dominic,s4000947@student.uq.edu.au,P11,,1,Male,English
40009480,Kuhic,Jadyn,s4000948@student.uq.edu.au,P11,,0,Female,Other
40009490,Reichel,Emiliano,s4000949@student.uq.edu.au,P11,,1,Male,English
40009500,Nienow,Jerrod,s4000950@student.uq.edu.au,P11,,0,Female,English
40009510,Graham,Preston,s4000951@student.uq.edu.au,P11,,0,Male,Other
40009520,Ruecker,Maryjane,s4000952@student.uq.edu.au,P11,,,Male,Other
40009530,Huel,Akeem,s4000953@student.uq.edu.au,P11,,0,Male,Other
40009540,Mraz,Heber,s4000954@student.uq.edu.au,P11,,0,Male,English
40009550,Fritsch,Jaunita,s4000955@student.uq.edu.au,P11,,0,Male,English
40009560,Schultz,Elda,s4000956@student.uq.edu.au,P11,,0,Male,English
40009570,Torp,Karianne,s4000957@student.uq.edu.au,P11,,0,Female,English
40009580,Maggio,Jared,s4000958@student.uq.edu.au,P11,,0,Male,English
40009590,Kautzer,Betty,s4000959@student.uq.edu.au,P11,,0,Male,English
40009600,Daugherty,Nels,s4000960@student.uq.edu.au,P11,,0,Female,English
40009610,Davis,Alfonso,s4000961@student.uq.edu.au,P11,,0,Male,English
40009620,Feeney,Mavis,s4000962@student.uq.edu.au,P11,,0,Male,English
40009630,Hayes,Coby,s4000963@student.uq.edu.au,P11,,0,Male,English
40009640,Wisozk,Lelah,s4000964@student.uq.edu.au,P11,,0,Male,Other
40009650,Bins,Nannie,s4000965@student.uq.edu.au,P11,,0,Male,English
40009660,Borer,Lyric,s4000966@student.uq.edu.au,P11,,0,Male,English
40009670,Abshire,Kameron,s4000967@student.uq.edu.au,P11,,0,Male,English
40009680,Wunsch,Adaline,s4000968@student.uq.edu.au,P11,,0,Male,English
40009690,Hackett,Theresa,s4000969@student.uq.edu.au,P11,,0,Female,English
40009700,Willms,Georgette,s4000970@student.uq.edu.au,P11,,0,Male,English
40009710,Emard,Lorena,s4000971@student.uq.edu.au,P11,,0,Male,English
40009720,Willms,Megane,s4000972@student.uq.edu.au,P11,,0,Male,Other
40009730,Johns,Kareem,s4000973@student.uq.edu.au,P11,,1,Male,English
40009740,Labadie,Benny,s4000974@student.uq.edu.au,P11,,0,Male,English
40009750,Lindgren,Jeffery,s4000975@student.uq.edu.au,P11,,1,Female,English
40009760,Keeling,Dannie,s4000976@student.uq.edu.au,P11,,0,Male,English
40009770,O'Connell,Jan,s4000977@student.uq.edu.au,P11,,1,Male,English
40009780,Heathcote,Buford,s4000978@student.uq.edu.au,P11,,0,Male,English
40009790,Roberts,Art,s4000979@student.uq.edu.au,P11,,0,Female,Other
40009800,Kling,Curt,s4000980@student.uq.edu.au,P11,,0,Female,English
40009810,Zieme,Savannah,s4000981@student.uq.edu.au,P11,,0,Male,English
40009820,Reichert,Lina,s4000982@student.uq.edu.au,P11,,1,Male,English
40009830,Aufderhar,Lexus,s4000983@student.uq.edu.au,P11,,0,Male,English
40009840,O'Connell,Lora,s4000984@student.uq.edu.au,P11,,,Male,Other
40009850,Rau,Jane,s4000985@student.uq.edu.au,P11,,1,Male,English
40009860,Bins,Augusta,s4000986@student.uq.edu.au,P11,,0,Male,Other
40009870,Heaney,Verna,s4000987@student.uq.edu.au,P11,,1,Female,English
40009880,Stamm,Stella,s4000988@student.uq.edu.au,P11,,0,Male,English
40009890,Schulist,Jared,s4000989@student.uq.edu.au,P11,,0,Female,English
40009900,Littel,Veda,s4000990@student.uq.edu.au,P11,,0,Male,English
40009910,Powlowski,Jordyn,s4000991@student.uq.edu.au,P11,,0,Male,Other
40009920,Weber,Watson,s4000992@student.uq.edu.au,P11,,0,Male,English
40009930,O'Hara,Reagan,s4000993@student.uq.edu.au,P11,,0,Male,English
40009940,Braun,Weldon,s4000994@student.uq.edu.au,P11,,0,Male,English
40009950,Mertz,Adrian,s4000995@student.uq.edu.au,P11,,1,Female,English
40009960,Rau,Rae,s4000996@student.uq.edu.au,P11,,1,Male,English
40009970,Cummings,Mara,s4000997@student.uq.edu.au,P11,,0,Female,English
40009980,Hilpert,Claudie,s4000998@student.uq.edu.au,P11,,0,Male,English
40009990,Champlin,Carey,s4000999@student.uq.edu.au,P11,,0,Male,English
40010000,Towne,Alysson,s4001000@student.uq.edu.au,P11,,,,English
40010010,Conn,Luz,s4001001@student.uq.edu.au,P11,,1,Male,English
40010020,Keeling,Clarissa,s4001002@student.uq.edu.au,P11,,0,Male,English
40010030,Cormier,Lonnie,s4001003@student.uq.edu.au,P11,,1,Male,English
40010040,Spinka,Heather,s4001004@student.uq.edu.au,P11,,,Female,English
